student_course_id,student_id,course_id,semester,semester_credits_attempted,semester_credits_earned,semester_points,semester_gpa,course_grade,course_gpa,cgpa,course_points,comments
3620,3611,112,2010-1,3,3,10.5,3.7,B+,3.5,3.52,10.5,
3621,3611,118,2010-1,3,3,12,3.7,A,4,3.52,12,
3622,3611,82,2009-2,3,3,11.25,3.51,A-,3.75,3.52,11.25,
3623,3611,1,2009-2,3,3,10.5,3.51,B+,3.5,3.52,10.5,
3624,3611,117,2010-2,12,12,45,3.75,A-,3.75,3.52,45,
3625,3611,78,2009-1,3,3,9,3.21,B,3,3.52,9,
3626,3611,83,2009-1,3,3,9,3.21,B,3,3.52,9,
3627,3611,56,2010-1,3,3,10.5,3.7,B+,3.5,3.52,10.5,
3628,3611,107,2010-1,3,3,11.25,3.7,A-,3.75,3.52,11.25,
3629,3611,114,2010-1,3,3,11.25,3.7,A-,3.75,3.52,11.25,
3630,3630,27,2009-1,3,3,6,2,C,2,1.68,6,
3631,3630,52,2009-2,3,3,7.5,2.5,C+,2.5,1.68,7.5,
3632,3630,56,2011-1,3,3,0,1.17,F,0,1.68,0,
3633,3630,112,2011-1,3,3,6,1.17,C,2,1.68,6,
3634,3630,164,2009-2,1,1,4,2.5,A,4,1.68,4,
3635,3630,54,2010-1,3,3,7.5,1.5,C+,2.5,1.68,7.5,
3636,3630,55,2010-1,3,3,3,1.5,D,1,1.68,3,
3637,3630,75,2010-1,3,3,3,1.5,D,1,1.68,3,
3638,3630,109,2010-2,3,3,4.5,0.75,D+,1.5,1.68,4.5,
3639,3630,34,2009-1,3,3,0,2,F,0,1.68,0,REPEAT
3640,3630,39,2009-1,3,3,9,2,B,3,1.68,9,
3641,3630,37,2009-1,3,3,9,2,B,3,1.68,9,
3642,3630,43,2010-2,3,3,0,0.75,F,0,1.68,0,
3643,3630,102,2011-1,3,3,4.5,1.17,D+,1.5,1.68,4.5,
3644,3630,70,2009-1,3,3,0,2,F,0,1.68,0,
3645,3630,47,2009-2,3,3,9,2.5,B,3,1.68,9,
3646,3630,16,2009-2,3,3,4.5,2.5,D+,1.5,1.68,4.5,
3647,3647,53,2007-2,3,0,0,3.4,W,0,3.43,0,
3648,3647,17,2008-1,3,3,11.25,3.21,A-,3.75,3.43,11.25,
3649,3647,35,2007-2,3,3,9,3.4,B,3,3.43,9,
3650,3647,2,2008-1,3,3,6,3.21,C,2,3.43,6,
3651,3647,53,2008-2,3,3,10.5,3.53,B+,3.5,3.43,10.5,
3652,3647,57,2007-1,3,3,12,3.69,A,4,3.43,12,
3653,3647,31,2007-2,3,3,7.5,3.4,C+,2.5,3.43,7.5,
3654,3647,77,2008-1,3,3,6,3.21,C,2,3.43,6,
3655,3647,83,2008-2,3,3,11.25,3.53,A-,3.75,3.43,11.25,
3656,3647,23,2007-1,1,1,3.75,3.69,A-,3.75,3.43,3.75,
3657,3647,79,2007-1,3,0,0,3.69,WF,0,3.43,0,REPEAT
3658,3647,67,2007-1,3,3,10.5,3.69,B+,3.5,3.43,10.5,
3659,3647,64,2007-2,3,3,12,3.4,A,4,3.43,12,
3660,3647,83,2008-1,3,0,0,3.21,WP,0,3.43,0,
3661,3647,65,2008-1,3,3,11.25,3.21,A-,3.75,3.43,11.25,
3662,3647,63,2007-1,3,3,11.25,3.69,A-,3.75,3.43,11.25,
3663,3647,76,2007-1,3,3,10.5,3.69,B+,3.5,3.43,10.5,
3664,3647,52,2007-2,3,3,12,3.4,A,4,3.43,12,
3665,3647,78,2008-1,3,3,11.25,3.21,A-,3.75,3.43,11.25,
3666,3647,80,2008-2,12,12,45,3.53,A-,3.75,3.43,45,
3667,3647,68,2007-2,3,3,10.5,3.4,B+,3.5,3.43,10.5,
3668,3647,79,2007-3,3,3,9,3,B,3,3.43,9,
3669,3647,16,2008-1,3,3,12,3.21,A,4,3.43,12,
3670,3647,1,2008-2,3,3,6,3.53,C,2,3.43,6,
3671,3647,6,2008-2,3,3,12,3.53,A,4,3.43,12,
3672,3672,112,2010-1,3,3,7.5,2.88,C+,2.5,2.97,7.5,
3673,3672,73,2011-1,3,3,6,2.5,C,2,2.97,6,
3674,3672,78,2009-1,3,3,6,2.3,C,2,2.97,6,
3675,3672,63,2009-1,3,3,7.5,2.3,C+,2.5,2.97,7.5,
3676,3672,69,2010-1,3,3,4.5,2.88,D+,1.5,2.97,4.5,REPEAT
3677,3672,117,2011-2,12,12,48,4,A,4,2.97,48,
3678,3672,79,2009-1,3,3,6,2.3,C,2,2.97,6,
3679,3672,164,2009-2,1,1,3,3.12,B,3,2.97,3,
3680,3672,67,2009-2,3,3,9,3.12,B,3,2.97,9,
3681,3672,16,2009-2,3,3,4.5,3.12,D+,1.5,2.97,4.5,REPEAT
3682,3672,123,2010-2,3,3,7.5,2.5,C+,2.5,2.97,7.5,
3683,3672,84,2010-2,3,3,7.5,2.5,C+,2.5,2.97,7.5,
3684,3672,53,2009-2,3,3,10.5,3.12,B+,3.5,2.97,10.5,
3685,3672,83,2009-3,3,3,11.25,3.75,A-,3.75,2.97,11.25,
3686,3672,118,2010-1,3,3,10.5,2.88,B+,3.5,2.97,10.5,
3687,3672,6,2009-1,3,3,9,2.3,B,3,2.97,9,
3688,3672,64,2009-2,3,3,7.5,3.12,C+,2.5,2.97,7.5,
3689,3672,49,2010-1,3,3,9,2.88,B,3,2.97,9,
3690,3672,73,2010-1,3,3,4.5,2.88,D+,1.5,2.97,4.5,REPEAT
3691,3672,57,2009-1,3,3,6,2.3,C,2,2.97,6,
3692,3672,82,2009-2,3,3,10.5,3.12,B+,3.5,2.97,10.5,
3693,3672,105,2010-1,3,3,7.5,2.88,C+,2.5,2.97,7.5,
3694,3672,69,2011-1,3,3,9,2.5,B,3,2.97,9,
3695,3695,69,2013-1,3,3,4.5,3.25,D+,1.5,3.12,4.5,REPEAT
3696,3695,49,2013-1,3,3,7.5,3.25,C+,2.5,3.12,7.5,
3697,3695,73,2013-1,3,3,11.25,3.25,A-,3.75,3.12,11.25,
3698,3695,123,2013-2,3,3,10.5,2.94,B+,3.5,3.12,10.5,
3699,3695,110,2013-2,3,3,6,2.94,C,2,3.12,6,
3700,3695,42,2013-2,3,3,11.25,2.94,A-,3.75,3.12,11.25,
3701,3695,69,2014-1,3,3,7.5,2.96,C+,2.5,3.12,7.5,
3702,3695,117,2014-2,12,12,42,3.33,B+,3.5,3.12,42,
3703,3695,99,2013-1,3,3,9,3.25,B,3,3.12,9,
3704,3695,72,2014-1,3,3,7.5,2.96,C+,2.5,3.12,7.5,
3705,3695,135,2013-2,3,3,7.5,2.94,C+,2.5,3.12,7.5,
3706,3695,60,2014-2,3,3,9,3.33,B,3,3.12,9,
3707,3695,107,2014-2,3,3,9,3.33,B,3,3.12,9,
3708,3695,72,2013-1,3,3,0,3.25,F,0,3.12,0,REPEAT
3709,3695,102,2014-1,3,3,7.5,2.96,C+,2.5,3.12,7.5,
3710,3695,114,2014-1,3,3,11.25,2.96,A-,3.75,3.12,11.25,
3711,3695,118,2014-1,3,3,10.5,2.96,B+,3.5,3.12,10.5,
3712,3695,58,2013-1,3,3,11.25,3.25,A-,3.75,3.12,11.25,
3713,3695,113,2013-3,3,3,9,3,B,3,3.12,9,
3714,3695,59,2014-1,3,3,9,2.96,B,3,3.12,9,
3715,3715,113,2011-1,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3716,3715,123,2012-2,3,3,11.25,3.75,A-,3.75,3.55,11.25,
3717,3715,42,2012-2,3,3,11.25,3.75,A-,3.75,3.55,11.25,
3718,3715,99,2013-1,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3719,3715,107,2013-2,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3720,3715,117,2015-2,12,12,45,3.4,A-,3.75,3.55,45,
3721,3715,59,2012-1,3,3,11.25,3.75,A-,3.75,3.55,11.25,
3722,3715,110,2014-2,3,3,0,4,F,0,3.55,0,REPEAT
3723,3715,197,2014-2,3,3,12,4,A,4,3.55,12,
3724,3715,112,2011-1,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3725,3715,60,2011-2,3,3,10.5,3.75,B+,3.5,3.55,10.5,
3726,3715,110,2013-2,3,0,0,3.5,WF,0,3.55,0,REPEAT
3727,3715,69,2014-1,3,3,9,3.25,B,3,3.55,9,
3728,3715,114,2015-1,3,3,10.5,3.63,B+,3.5,3.55,10.5,
3729,3715,58,2011-2,3,3,12,3.75,A,4,3.55,12,
3730,3715,73,2012-1,3,3,3,3.75,D,1,3.55,3,REPEAT
3731,3715,102,2014-1,3,3,10.5,3.25,B+,3.5,3.55,10.5,
3732,3715,118,2015-1,3,3,11.25,3.63,A-,3.75,3.55,11.25,
3733,3715,72,2011-1,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3734,3715,73,2013-1,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3735,3715,110,2015-2,3,3,6,3.4,C,2,3.55,6,
3736,3736,75,2021-1,3,0,0,,RE,0,1.64,0,
3737,3736,54,2018-1,3,0,0,1.33,W,0,1.64,0,
3738,3736,41,2018-1,3,3,0,1.33,F,0,1.64,0,
3739,3736,74,2018-1,3,3,6,1.33,C,2,1.64,6,
3740,3736,102,2018-1,3,3,6,1.33,C,2,1.64,6,
3741,3736,108,2018-2,3,3,10.5,1.75,B+,3.5,1.64,10.5,
3742,3736,58,2019-1,3,3,9,3,B,3,1.64,9,
3743,3736,42,2018-2,3,3,0,1.75,F,0,1.64,0,
3744,3736,172,2019-2,3,3,3,1,D,1,1.64,3,
3745,3745,64,2008-2,3,3,6,3.08,C,2,2.92,6,
3746,3745,47,2008-2,3,3,0,3.08,F,0,2.92,0,REPEAT
3747,3745,29,2008-1,3,3,7.5,2.7,C+,2.5,2.92,7.5,
3748,3745,31,2008-2,3,0,0,3.08,WP,0,2.92,0,REPEAT
3749,3745,82,2008-2,3,3,10.5,3.08,B+,3.5,2.92,10.5,
3750,3745,63,2009-1,3,3,7.5,2.47,C+,2.5,2.92,7.5,
3751,3745,79,2009-1,3,3,7.5,2.47,C+,2.5,2.92,7.5,
3752,3745,47,2009-2,3,3,10.5,3.17,B+,3.5,2.92,10.5,
3753,3745,6,2008-1,3,3,9,2.7,B,3,2.92,9,
3754,3745,39,2008-1,3,3,6,2.7,C,2,2.92,6,
3755,3745,27,2008-2,3,3,11.25,3.08,A-,3.75,2.92,11.25,
3756,3745,16,2009-1,2,2,5,2.47,C+,2.5,2.92,5,
3757,3745,78,2009-1,3,3,4.5,2.47,D+,1.5,2.92,4.5,REPEAT
3758,3745,73,2010-1,3,3,7.5,3.04,C+,2.5,2.92,7.5,
3759,3745,155,2008-1,3,3,9,2.7,B,3,2.92,9,
3760,3745,31,2009-2,3,3,9,3.17,B,3,2.92,9,
3761,3745,114,2010-2,3,3,6,3.2,C,2,2.92,6,
3762,3745,117,2010-2,12,12,42,3.2,B+,3.5,2.92,42,
3763,3745,2,2009-1,3,3,7.5,2.47,C+,2.5,2.92,7.5,
3764,3745,154,2009-1,3,3,7.5,2.47,C+,2.5,2.92,7.5,
3765,3745,1,2009-2,3,3,9,3.17,B,3,2.92,9,
3766,3745,72,2010-1,3,3,10.5,3.04,B+,3.5,2.92,10.5,
3767,3745,70,2008-1,3,3,9,2.7,B,3,2.92,9,
3768,3745,164,2009-1,1,1,2,2.47,C,2,2.92,2,
3769,3745,56,2010-1,3,3,9,3.04,B,3,2.92,9,
3770,3745,112,2010-1,3,3,9,3.04,B,3,2.92,9,
3771,3745,118,2010-1,3,3,11.25,3.04,A-,3.75,2.92,11.25,
3772,3745,99,2010-1,3,3,7.5,3.04,C+,2.5,2.92,7.5,
3773,3773,58,2014-1,3,3,11.25,2.85,A-,3.75,3.21,11.25,
3774,3773,42,2014-3,3,3,10.5,3.5,B+,3.5,3.21,10.5,
3775,3773,117,2015-2,12,12,45,3.7,A-,3.75,3.21,45,
3776,3773,135,2014-2,3,3,7.5,2.9,C+,2.5,3.21,7.5,
3777,3773,72,2014-1,3,3,6,2.85,C,2,3.21,6,
3778,3773,110,2014-2,3,3,7.5,2.9,C+,2.5,3.21,7.5,
3779,3773,113,2014-3,3,3,10.5,3.5,B+,3.5,3.21,10.5,
3780,3773,118,2015-1,3,3,10.5,3.31,B+,3.5,3.21,10.5,
3781,3773,69,2014-1,3,3,7.5,2.85,C+,2.5,3.21,7.5,
3782,3773,99,2014-1,3,3,10.5,2.85,B+,3.5,3.21,10.5,
3783,3773,123,2014-2,3,3,10.5,2.9,B+,3.5,3.21,10.5,
3784,3773,73,2014-2,3,3,10.5,2.9,B+,3.5,3.21,10.5,
3785,3773,102,2014-1,3,3,7.5,2.85,C+,2.5,3.21,7.5,
3786,3773,56,2015-1,3,3,11.25,3.31,A-,3.75,3.21,11.25,
3787,3773,107,2014-2,3,3,7.5,2.9,C+,2.5,3.21,7.5,
3788,3773,114,2015-1,3,3,9,3.31,B,3,3.21,9,
3789,3773,49,2015-1,3,3,9,3.31,B,3,3.21,9,
3790,3773,60,2015-2,3,3,10.5,3.7,B+,3.5,3.21,10.5,
3791,3791,45,2008-1,3,0,0,,WF,0,3.2,0,
3792,3791,70,2008-1,3,0,0,,WP,0,3.2,0,
3793,3791,37,2007-2,3,0,0,3.2,WF,0,3.2,0,
3794,3791,19,2007-2,3,3,10.5,3.2,B+,3.5,3.2,10.5,
3795,3791,52,2007-2,3,3,9,3.2,B,3,3.2,9,
3796,3791,23,2007-2,1,1,3.5,3.2,B+,3.5,3.2,3.5,
3797,3791,39,2008-1,3,0,0,,WF,0,3.2,0,
3798,3791,160,2008-1,3,0,0,,WF,0,3.2,0,
3799,3791,161,2007-2,3,3,9,3.2,B,3,3.2,9,
3800,3791,198,2008-1,0,0,0,,P,0,3.2,0,
3801,3801,150,2013-2,3,3,7.5,2.5,C+,2.5,3.06,7.5,
3802,3801,99,2013-1,3,3,9,3.25,B,3,3.06,9,
3803,3801,58,2013-1,3,3,11.25,3.25,A-,3.75,3.06,11.25,
3804,3801,102,2013-1,3,3,9,3.25,B,3,3.06,9,
3805,3805,73,2012-1,3,3,4.5,3,D+,1.5,3.04,4.5,REPEAT
3806,3805,112,2012-1,3,3,10.5,3,B+,3.5,3.04,10.5,
3807,3805,123,2012-2,3,3,9,3.38,B,3,3.04,9,
3808,3805,58,2012-2,3,3,11.25,3.38,A-,3.75,3.04,11.25,
3809,3805,73,2015-1,3,3,6,2.5,C,2,3.04,6,
3810,3805,117,2015-2,12,12,48,4,A,4,3.04,48,
3811,3805,102,2012-1,3,3,4.5,3,D+,1.5,3.04,4.5,REPEAT
3812,3805,69,2015-1,3,3,7.5,2.5,C+,2.5,3.04,7.5,
3813,3805,118,2015-1,3,3,10.5,2.5,B+,3.5,3.04,10.5,
3814,3805,109,2011-2,3,3,7.5,2.5,C+,2.5,3.04,7.5,REPEAT
3815,3805,56,2012-1,3,3,7.5,3,C+,2.5,3.04,7.5,
3816,3805,102,2015-1,3,3,6,2.5,C,2,3.04,6,
3817,3805,42,2011-2,3,3,9,2.5,B,3,3.04,9,
3818,3805,72,2012-1,3,3,7.5,3,C+,2.5,3.04,7.5,
3819,3805,49,2015-1,3,3,9,2.5,B,3,3.04,9,
3820,3805,99,2015-1,3,3,6,2.5,C,2,3.04,6,
3821,3805,60,2011-2,3,3,7.5,2.5,C+,2.5,3.04,7.5,
3822,3805,110,2011-2,3,3,6,2.5,C,2,3.04,6,
3823,3805,114,2012-1,3,3,10.5,3,B+,3.5,3.04,10.5,
3824,3805,109,2013-2,3,3,10.5,3.5,B+,3.5,3.04,10.5,
3825,3825,96,2010-1,3,3,9,2.75,B,3,3.1,9,
3826,3825,55,2010-1,3,3,9,2.75,B,3,3.1,9,
3827,3825,60,2011-2,3,3,11.25,3.1,A-,3.75,3.1,11.25,
3828,3825,110,2011-2,3,3,7.5,3.1,C+,2.5,3.1,7.5,
3829,3825,99,2011-3,3,3,9,3,B,3,3.1,9,
3830,3825,102,2012-1,3,3,7.5,3.05,C+,2.5,3.1,7.5,
3831,3825,112,2012-1,3,3,11.25,3.05,A-,3.75,3.1,11.25,
3832,3825,69,2011-1,3,3,9,2.75,B,3,3.1,9,
3833,3825,123,2011-2,3,3,7.5,3.1,C+,2.5,3.1,7.5,
3834,3825,42,2011-2,3,3,9,3.1,B,3,3.1,9,
3835,3825,59,2012-1,3,3,9,3.05,B,3,3.1,9,
3836,3825,49,2012-1,3,3,7.5,3.05,C+,2.5,3.1,7.5,
3837,3825,118,2012-1,3,3,10.5,3.05,B+,3.5,3.1,10.5,
3838,3825,58,2011-1,3,3,11.25,2.75,A-,3.75,3.1,11.25,
3839,3825,73,2011-1,3,3,6,2.75,C,2,3.1,6,
3840,3825,109,2011-2,3,3,11.25,3.1,A-,3.75,3.1,11.25,
3841,3825,117,2012-2,12,12,48,4,A,4,3.1,48,
3842,3825,195,2010-1,3,3,6,2.75,C,2,3.1,6,
3843,3825,61,2010-1,3,3,9,2.75,B,3,3.1,9,
3844,3825,72,2011-1,3,3,6,2.75,C,2,3.1,6,
3845,3825,56,2011-1,3,3,9,2.75,B,3,3.1,9,
3846,3825,99,2011-1,3,3,4.5,2.75,D+,1.5,3.1,4.5,REPEAT
3847,3847,56,2010-1,3,3,10.5,3.42,B+,3.5,3.55,10.5,
3848,3847,42,2010-2,3,3,11.25,3.58,A-,3.75,3.55,11.25,
3849,3847,123,2010-2,3,3,11.25,3.58,A-,3.75,3.55,11.25,
3850,3847,49,2011-1,3,3,9,3.5,B,3,3.55,9,
3851,3847,118,2011-1,3,3,12,3.5,A,4,3.55,12,
3852,3847,117,2011-2,12,12,45,3.75,A-,3.75,3.55,45,
3853,3847,58,2010-2,3,3,10.5,3.58,B+,3.5,3.55,10.5,
3854,3847,107,2011-1,3,3,12,3.5,A,4,3.55,12,
3855,3847,102,2010-1,3,3,10.5,3.42,B+,3.5,3.55,10.5,
3856,3847,105,2011-1,3,3,9,3.5,B,3,3.55,9,
3857,3847,69,2010-1,3,3,9,3.42,B,3,3.55,9,
3858,3847,72,2010-1,3,3,11.25,3.42,A-,3.75,3.55,11.25,
3859,3847,99,2010-1,3,3,9,3.42,B,3,3.55,9,
3860,3847,73,2010-1,3,3,11.25,3.42,A-,3.75,3.55,11.25,
3861,3847,109,2010-2,3,3,11.25,3.58,A-,3.75,3.55,11.25,
3862,3847,60,2010-2,3,3,11.25,3.58,A-,3.75,3.55,11.25,
3863,3847,110,2010-2,3,3,9,3.58,B,3,3.55,9,
3864,3847,114,2011-1,3,3,10.5,3.5,B+,3.5,3.55,10.5,
3865,3865,109,2010-1,3,3,12,3.5,A,4,3.69,12,
3866,3865,60,2010-2,3,3,10.5,3.58,B+,3.5,3.69,10.5,
3867,3865,110,2010-2,3,3,10.5,3.58,B+,3.5,3.69,10.5,
3868,3865,112,2011-1,3,3,11.25,3.7,A-,3.75,3.69,11.25,
3869,3865,123,2011-2,3,3,11.25,3.38,A-,3.75,3.69,11.25,
3870,3865,58,2010-2,3,3,11.25,3.58,A-,3.75,3.69,11.25,
3871,3865,102,2011-1,3,3,12,3.7,A,4,3.69,12,
3872,3865,42,2011-2,3,3,9,3.38,B,3,3.69,9,
3873,3865,117,2015-2,12,12,48,4,A,4,3.69,48,
3874,3865,69,2010-1,3,3,10.5,3.5,B+,3.5,3.69,10.5,
3875,3865,73,2011-1,3,3,9,3.7,B,3,3.69,9,
3876,3865,99,2014-1,3,3,11.25,3.75,A-,3.75,3.69,11.25,
3877,3865,72,2011-1,3,3,12,3.7,A,4,3.69,12,
3878,3865,56,2011-1,3,3,11.25,3.7,A-,3.75,3.69,11.25,
3879,3865,114,2015-1,3,3,10.5,3.75,B+,3.5,3.69,10.5,
3880,3865,59,2010-1,3,3,9,3.5,B,3,3.69,9,
3881,3865,50,2013-2,3,3,11.25,3.75,A-,3.75,3.69,11.25,
3882,3865,118,2015-1,3,3,12,3.75,A,4,3.69,12,
3883,3883,72,2010-1,3,3,10.5,3.54,B+,3.5,3.67,10.5,
3884,3883,102,2010-1,3,3,11.25,3.54,A-,3.75,3.67,11.25,
3885,3883,58,2010-2,3,3,11.25,3.71,A-,3.75,3.67,11.25,
3886,3883,118,2011-1,3,3,12,3.7,A,4,3.67,12,
3887,3883,69,2010-1,3,3,10.5,3.54,B+,3.5,3.67,10.5,
3888,3883,56,2010-1,3,3,11.25,3.54,A-,3.75,3.67,11.25,
3889,3883,109,2010-2,3,3,12,3.71,A,4,3.67,12,
3890,3883,60,2010-2,3,3,11.25,3.71,A-,3.75,3.67,11.25,
3891,3883,123,2010-2,3,3,11.25,3.71,A-,3.75,3.67,11.25,
3892,3883,49,2011-1,3,3,10.5,3.7,B+,3.5,3.67,10.5,
3893,3883,99,2010-1,3,3,9,3.54,B,3,3.67,9,
3894,3883,110,2010-2,3,3,10.5,3.71,B+,3.5,3.67,10.5,
3895,3883,107,2011-1,3,3,12,3.7,A,4,3.67,12,
3896,3883,73,2010-1,3,3,11.25,3.54,A-,3.75,3.67,11.25,
3897,3883,42,2010-2,3,3,10.5,3.71,B+,3.5,3.67,10.5,
3898,3883,114,2011-1,3,3,10.5,3.7,B+,3.5,3.67,10.5,
3899,3883,105,2011-1,3,3,10.5,3.7,B+,3.5,3.67,10.5,
3900,3883,117,2011-2,12,12,45,3.75,A-,3.75,3.67,45,
3901,3901,131,2010-1,1,1,2.5,2.5,C+,2.5,2.79,2.5,
3902,3901,42,2010-2,3,3,9,3.17,B,3,2.79,9,
3903,3901,58,2010-2,3,3,10.5,3.17,B+,3.5,2.79,10.5,
3904,3901,44,2011-1,3,3,9,2.9,B,3,2.79,9,
3905,3901,55,2011-1,3,3,9,2.9,B,3,2.79,9,
3906,3901,123,2013-2,3,3,7.5,2.5,C+,2.5,2.79,7.5,
3907,3901,117,2014-1,12,12,42,3.5,B+,3.5,2.79,42,
3908,3901,54,2010-1,3,3,9,2.5,B,3,2.79,9,
3909,3901,109,2010-2,3,3,9,3.17,B,3,2.79,9,
3910,3901,72,2013-1,3,3,6,2.75,C,2,2.79,6,
3911,3901,118,2013-1,3,3,9,2.75,B,3,2.79,9,
3912,3901,75,2010-1,3,3,7.5,2.5,C+,2.5,2.79,7.5,
3913,3901,84,2010-1,3,3,6,2.5,C,2,2.79,6,
3914,3901,43,2010-2,3,3,3,3.17,D,1,2.79,3,REPEAT
3915,3901,125,2012-2,3,3,7.5,2.5,C+,2.5,2.79,7.5,
3916,3901,135,2012-2,3,3,9,2.5,B,3,2.79,9,
3917,3901,69,2013-1,3,3,7.5,2.75,C+,2.5,2.79,7.5,
3918,3901,110,2013-2,3,3,6,2.5,C,2,2.79,6,
3919,3901,41,2010-1,3,3,7.5,2.5,C+,2.5,2.79,7.5,
3920,3901,96,2012-1,3,3,7.5,2.4,C+,2.5,2.79,7.5,
3921,3901,102,2012-1,3,3,6,2.4,C,2,2.79,6,
3922,3901,99,2012-1,3,3,6,2.4,C,2,2.79,6,
3923,3901,60,2013-2,3,3,9,2.5,B,3,2.79,9,
3924,3901,189,2011-1,3,3,10.5,2.9,B+,3.5,2.79,10.5,
3925,3901,49,2012-1,3,3,9,2.4,B,3,2.79,9,
3926,3901,150,2012-2,3,3,6,2.5,C,2,2.79,6,
3927,3901,107,2013-2,3,0,0,2.5,W,0,2.79,0,
3928,3901,112,2011-1,3,3,9,2.9,B,3,2.79,9,
3929,3901,73,2011-1,3,3,6,2.9,C,2,2.79,6,
3930,3901,43,2011-2,3,3,10.5,3.5,B+,3.5,2.79,10.5,
3931,3901,59,2012-1,3,3,7.5,2.4,C+,2.5,2.79,7.5,
3932,3901,114,2013-1,3,3,10.5,2.75,B+,3.5,2.79,10.5,
3933,3933,102,2010-1,3,3,6,3.25,C,2,3.48,6,
3934,3933,191,2010-1,3,3,11.25,3.25,A-,3.75,3.48,11.25,
3935,3933,123,2010-2,3,3,11.25,3.35,A-,3.75,3.48,11.25,
3936,3933,72,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3937,3933,69,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3938,3933,99,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3939,3933,55,2010-1,3,3,11.25,3.25,A-,3.75,3.48,11.25,
3940,3933,110,2010-2,3,3,9,3.35,B,3,3.48,9,
3941,3933,112,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3942,3933,118,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3943,3933,42,2011-2,3,3,10.5,3.7,B+,3.5,3.48,10.5,
3944,3933,56,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3945,3933,49,2011-1,3,3,11.25,3.53,A-,3.75,3.48,11.25,
3946,3933,117,2011-2,12,12,45,3.7,A-,3.75,3.48,45,
3947,3933,60,2010-2,3,3,7.5,3.35,C+,2.5,3.48,7.5,
3948,3933,59,2011-1,3,3,10.5,3.53,B+,3.5,3.48,10.5,
3949,3933,73,2010-1,3,3,10.5,3.25,B+,3.5,3.48,10.5,
3950,3933,109,2010-2,3,3,11.25,3.35,A-,3.75,3.48,11.25,
3951,3933,58,2010-2,3,3,11.25,3.35,A-,3.75,3.48,11.25,
3952,3952,43,2013-2,3,3,6,2.67,C,2,3.2,6,
3953,3952,135,2013-2,3,3,4.5,2.67,D+,1.5,3.2,4.5,
3954,3952,190,2013-2,3,3,10.5,2.67,B+,3.5,3.2,10.5,
3955,3952,199,2013-3,3,3,12,3.85,A,4,3.2,12,
3956,3952,151,2013-2,3,3,12,2.67,A,4,3.2,12,
3957,3952,130,2013-3,3,3,11.25,3.85,A-,3.75,3.2,11.25,
3958,3952,129,2013-3,3,3,11.25,3.85,A-,3.75,3.2,11.25,
3959,3952,128,2013-2,3,3,10.5,2.67,B+,3.5,3.2,10.5,
3960,3952,200,2013-3,3,3,11.25,3.85,A-,3.75,3.2,11.25,
3961,3952,201,2013-3,3,3,12,3.85,A,4,3.2,12,
3962,3952,40,2013-2,3,3,4.5,2.67,D+,1.5,3.2,4.5,
3963,3963,67,2009-2,3,3,9,3.72,B,3,3.72,9,
3964,3963,53,2009-2,3,3,11.25,3.72,A-,3.75,3.72,11.25,
3965,3963,16,2009-2,3,3,10.5,3.72,B+,3.5,3.72,10.5,
3966,3963,164,2009-2,1,1,4,3.72,A,4,3.72,4,
3967,3963,79,2009-2,3,3,12,3.72,A,4,3.72,12,
3968,3963,30,2009-2,3,3,12,3.72,A,4,3.72,12,
3969,3963,82,2009-2,3,3,12,3.72,A,4,3.72,12,
3970,3970,84,2012-1,3,0,0,,RE,0,2.25,0,
3971,3970,113,2012-1,3,0,0,,RE,0,2.25,0,
3972,3970,202,2014-2,3,3,10.5,3,B+,3.5,2.25,10.5,
3973,3970,203,2014-2,3,3,7.5,3,C+,2.5,2.25,7.5,
3974,3970,75,2012-1,3,0,0,,RE,0,2.25,0,
3975,3970,204,2014-2,3,0,0,3,WF,0,2.25,0,
3976,3970,40,2012-2,3,3,6,2,C,2,2.25,6,
3977,3970,131,2012-1,1,0,0,,RE,0,2.25,0,
3978,3970,75,2014-1,3,3,3,1,D,1,2.25,3,
3979,3979,67,2009-2,3,3,7.5,2.79,C+,2.5,3.03,7.5,
3980,3979,83,2009-3,3,3,11.25,3.75,A-,3.75,3.03,11.25,
3981,3979,32,2009-2,3,3,6,2.79,C,2,3.03,6,
3982,3979,71,2009-2,3,3,7.5,2.79,C+,2.5,3.03,7.5,
3983,3979,64,2009-2,3,3,7.5,2.79,C+,2.5,3.03,7.5,
3984,3979,96,2010-1,3,3,4.5,2.6,D+,1.5,3.03,4.5,REPEAT
3985,3979,73,2010-1,3,3,9,2.6,B,3,3.03,9,
3986,3979,132,2010-2,3,3,12,2.9,A,4,3.03,12,
3987,3979,58,2010-2,3,3,9,2.9,B,3,3.03,9,
